seqname	start	end	strand	ENSID	gene_id	gene_name	hgnc_id	havana_gene
chrX	47582408	47586789	+	ENSG00000102265.12	ENSG00000102265.12	TIMP1	HGNC:11820	OTTHUMG00000021447.3
chrX	47623172	47630305	-	ENSG00000126759.14	ENSG00000126759.14	CFP	HGNC:8864	OTTHUMG00000021451.6
chrX	47635520	47650604	-	ENSG00000126767.19	ENSG00000126767.19	ELK1	HGNC:3321	OTTHUMG00000021452.4
chrX	47651796	47659180	-	ENSG00000126756.12	ENSG00000126756.12	UXT	HGNC:12641	OTTHUMG00000021453.4
chrX	47836902	48002561	+	ENSG00000197779.15	ENSG00000197779.15	ZNF81	HGNC:13156	OTTHUMG00000021462.3
chrX	47974851	48003989	-	ENSG00000147118.12	ENSG00000147118.12	ZNF182	HGNC:13001	OTTHUMG00000021460.2
chrX	47983356	48071658	-	ENSG00000221994.12	ENSG00000221994.12	ZNF630	HGNC:28855	OTTHUMG00000021463.9
chrX	48004336	48009733	+	ENSG00000171489.11	ENSG00000171489.11	SPACA5	HGNC:31353	OTTHUMG00000021459.1
chrX	48130626	48132620	+	ENSG00000171478.8	ENSG00000171478.8	SPACA5B	HGNC:19142	OTTHUMG00000021465.1
chrX	48186220	48196795	-	ENSG00000165583.16	ENSG00000165583.16	SSX5	HGNC:11339	OTTHUMG00000021471.1
chrX	48255392	48267444	+	ENSG00000126752.8	ENSG00000126752.8	SSX1	HGNC:11335	OTTHUMG00000021488.1
chrX	48346427	48356707	-	ENSG00000165584.16	ENSG00000165584.16	SSX3	HGNC:11337	OTTHUMG00000021489.3
chrX	48383516	48393347	+	ENSG00000268009.6	ENSG00000268009.6	SSX4	HGNC:11338	OTTHUMG00000022698.5
chrX	48402082	48411960	-	ENSG00000269791.6	ENSG00000269791.6	SSX4B	HGNC:16880	OTTHUMG00000021497.3
chrX	48458537	48470260	-	ENSG00000017483.16	ENSG00000017483.16	SLC38A5	HGNC:18070	OTTHUMG00000024117.13
chrX	48476021	48486364	+	ENSG00000068438.15	ENSG00000068438.15	FTSJ1	HGNC:13254	OTTHUMG00000024118.3
chrX	48508959	48520814	+	ENSG00000102312.24	ENSG00000102312.24	PORCN	HGNC:17652	OTTHUMG00000024116.9
chrX	48521799	48528716	+	ENSG00000147155.11	ENSG00000147155.11	EBP	HGNC:3133	OTTHUMG00000034482.5
chrX	48521806	48545469	+	ENSG00000286268.1	ENSG00000286268.1	ENSG00000286268	NA	OTTHUMG00000193442.1
chrX	48539714	48562609	+	ENSG00000068354.16	ENSG00000068354.16	TBC1D25	HGNC:8092	OTTHUMG00000024123.6
chrX	48574449	48581162	+	ENSG00000102317.18	ENSG00000102317.18	RBM3	HGNC:9900	OTTHUMG00000024121.3
chrX	48590042	48608869	+	ENSG00000101940.18	ENSG00000101940.18	WDR13	HGNC:14352	OTTHUMG00000024119.12
chrX	48676596	48691431	+	ENSG00000015285.12	ENSG00000015285.12	WAS	HGNC:12731	OTTHUMG00000034483.3
chrX	48695554	48709016	+	ENSG00000101945.17	ENSG00000101945.17	SUV39H1	HGNC:11479	OTTHUMG00000022701.3
chrX	48761747	48773648	+	ENSG00000171433.12	ENSG00000171433.12	GLOD5	HGNC:33358	OTTHUMG00000024125.4
chrX	48786540	48794311	+	ENSG00000102145.16	ENSG00000102145.16	GATA1	HGNC:4170	OTTHUMG00000021504.4
chrX	48801377	48824982	+	ENSG00000094631.22	ENSG00000094631.22	HDAC6	HGNC:14064	OTTHUMG00000034496.8
chrX	48826513	48830138	+	ENSG00000187682.2	ENSG00000187682.2	ERAS	HGNC:5174	OTTHUMG00000059533.2
chrX	48831096	48835610	-	ENSG00000102109.9	ENSG00000102109.9	PCSK1N	HGNC:17301	OTTHUMG00000034502.4
chrX	48890197	48903402	+	ENSG00000102103.18	ENSG00000102103.18	PQBP1	HGNC:9330	OTTHUMG00000024128.7
chrX	48893447	48898143	-	ENSG00000126768.13	ENSG00000126768.13	TIMM17B	HGNC:17310	OTTHUMG00000034498.6
chrX	48903180	48911958	-	ENSG00000102100.16	ENSG00000102100.16	SLC35A2	HGNC:11022	OTTHUMG00000024129.7
chrX	48913182	48919024	-	ENSG00000102096.10	ENSG00000102096.10	PIM2	HGNC:8987	OTTHUMG00000024132.2
chrX	48922024	48958386	-	ENSG00000068308.15	ENSG00000068308.15	OTUD5	HGNC:25402	OTTHUMG00000024130.2
chrX	48960982	48971844	-	ENSG00000102057.11	ENSG00000102057.11	KCND1	HGNC:6237	OTTHUMG00000024127.5
chrX	48973720	49002265	-	ENSG00000068400.14	ENSG00000068400.14	GRIPAP1	HGNC:18706	OTTHUMG00000033192.10
chrX	49028726	49043410	-	ENSG00000068323.17	ENSG00000068323.17	TFE3	HGNC:11752	OTTHUMG00000022690.7
chrX	49053572	49069857	+	ENSG00000147144.13	ENSG00000147144.13	CCDC120	HGNC:28910	OTTHUMG00000021509.8
chrX	49071161	49074002	-	ENSG00000243279.4	ENSG00000243279.4	PRAF2	HGNC:28911	OTTHUMG00000034499.5
chrX	49071470	49079887	-	ENSG00000288053.1	ENSG00000288053.1	ENSG00000288053	NA	OTTHUMG00000193820.1
chrX	49074433	49101170	-	ENSG00000196998.19	ENSG00000196998.19	WDR45	HGNC:28912	OTTHUMG00000034500.12
chrX	49113407	49123735	-	ENSG00000068394.11	ENSG00000068394.11	GPKOW	HGNC:30677	OTTHUMG00000021511.4
chrX	49162564	49168774	+	ENSG00000269313.6	ENSG00000269313.6	MAGIX	HGNC:30006	OTTHUMG00000188218.11
chrX	49171898	49175235	+	ENSG00000102007.11	ENSG00000102007.11	PLP2	HGNC:9087	OTTHUMG00000021513.2
chrX	49174802	49186528	-	ENSG00000012211.13	ENSG00000012211.13	PRICKLE3	HGNC:6645	OTTHUMG00000024134.11
chrX	49187815	49200218	-	ENSG00000102003.12	ENSG00000102003.12	SYP	HGNC:11506	OTTHUMG00000034557.6
chrX	49205063	49233371	-	ENSG00000102001.13	ENSG00000102001.13	CACNA1F	HGNC:1393	OTTHUMG00000022703.4
chrX	49235470	49250520	+	ENSG00000101997.13	ENSG00000101997.13	CCDC22	HGNC:28909	OTTHUMG00000024141.3
chrX	49250438	49264800	-	ENSG00000049768.18	ENSG00000049768.18	FOXP3	HGNC:6106	OTTHUMG00000024135.9
chrX	49258343	49270477	-	ENSG00000290184.1	ENSG00000290184.1	ENSG00000290184	NA	NA
chrX	49269793	49301461	+	ENSG00000049769.14	ENSG00000049769.14	PPP1R3F	HGNC:14944	OTTHUMG00000024139.6
chrX	49303646	49319841	+	ENSG00000215274.6	ENSG00000215274.6	GAGE10	HGNC:30968	OTTHUMG00000024136.2
chrX	49322037	49329384	+	ENSG00000224659.3	ENSG00000224659.3	GAGE12J	HGNC:17778	OTTHUMG00000024137.2
chrX	49331582	49338949	+	ENSG00000274274.2	ENSG00000274274.2	GAGE13	HGNC:29081	OTTHUMG00000024138.5
chrX	49341192	49345922	+	ENSG00000275113.1	ENSG00000275113.1	GAGE2E	HGNC:31960	OTTHUMG00000067394.4
chrX	49529869	49529985	+	ENSG00000236737.1	ENSG00000236737.1	GAGE12B	HGNC:26779	OTTHUMG00000024142.3
chrX	49532177	49539538	+	ENSG00000237671.4	ENSG00000237671.4	GAGE12C	HGNC:28402	OTTHUMG00000024144.3
chrX	49541733	49549094	+	ENSG00000227488.3	ENSG00000227488.3	GAGE12D	HGNC:31904	OTTHUMG00000024145.3
chrX	49551278	49568218	+	ENSG00000236362.9	ENSG00000236362.9	GAGE12F	HGNC:31906	OTTHUMG00000024147.3
chrX	49551289	49558645	+	ENSG00000216649.5	ENSG00000216649.5	GAGE12E	HGNC:31905	OTTHUMG00000024146.3
chrX	49570400	49577754	+	ENSG00000215269.6	ENSG00000215269.6	GAGE12G	HGNC:31907	OTTHUMG00000024148.3
chrX	49579949	49587301	+	ENSG00000224902.6	ENSG00000224902.6	GAGE12H	HGNC:31908	NA
chrX	49589496	49596824	+	ENSG00000189064.9	ENSG00000189064.9	GAGE2A	HGNC:4099	OTTHUMG00000024143.3
chrX	49599020	49608538	+	ENSG00000205777.19	ENSG00000205777.19	GAGE1	HGNC:4098	OTTHUMG00000024150.5
chrX	49687447	49695984	-	ENSG00000068985.5	ENSG00000068985.5	PAGE1	HGNC:4107	OTTHUMG00000033224.2
chrX	49793653	49834264	+	ENSG00000101951.18	ENSG00000101951.18	PAGE4	HGNC:4108	OTTHUMG00000024155.2
chrX	49879484	49882558	+	ENSG00000273820.2	ENSG00000273820.2	USP27X	HGNC:13486	OTTHUMG00000189037.3
chrX	49922596	50099235	+	ENSG00000171365.17	ENSG00000171365.17	CLCN5	HGNC:2023	OTTHUMG00000021514.7
chrX	50190777	50201007	-	ENSG00000147081.15	ENSG00000147081.15	AKAP4	HGNC:374	OTTHUMG00000021517.3
chrX	50202713	50351914	+	ENSG00000147082.18	ENSG00000147082.18	CCNB3	HGNC:18709	OTTHUMG00000021519.5
chrX	50365409	50470825	-	ENSG00000274588.2	ENSG00000274588.2	DGKK	HGNC:32395	OTTHUMG00000021520.5
chrX	50586796	50814302	-	ENSG00000158352.18	ENSG00000158352.18	SHROOM4	HGNC:29215	OTTHUMG00000021521.5
chrX	50910735	50916641	+	ENSG00000130385.6	ENSG00000130385.6	BMP15	HGNC:1068	OTTHUMG00000021525.3
chrX	51332231	51337525	+	ENSG00000122824.11	ENSG00000122824.11	NUDT10	HGNC:17621	OTTHUMG00000021530.2
chrX	51406948	51408843	+	ENSG00000187690.4	ENSG00000187690.4	EZHIP	HGNC:33738	OTTHUMG00000187481.2
chrX	51490011	51496592	-	ENSG00000196368.5	ENSG00000196368.5	NUDT11	HGNC:18011	OTTHUMG00000021531.2
chrX	51617020	51618912	-	ENSG00000224109.4	ENSG00000224109.4	CENPVL3	HGNC:43880	OTTHUMG00000021534.4
chrX	51681212	51682831	-	ENSG00000283093.1	ENSG00000283093.1	CENPVL2	HGNC:43879	OTTHUMG00000191517.2
chrX	51710512	51712131	+	ENSG00000223591.5	ENSG00000223591.5	CENPVL1	HGNC:31851	OTTHUMG00000021539.3
chrX	51743442	51746232	+	ENSG00000189369.9	ENSG00000189369.9	GSPT2	HGNC:4622	OTTHUMG00000021538.2
chrX	51803007	51902354	+	ENSG00000179222.18	ENSG00000179222.18	MAGED1	HGNC:6813	OTTHUMG00000021540.3
chrX	52061827	52069219	-	ENSG00000187243.17	ENSG00000187243.17	MAGED4B	HGNC:22880	OTTHUMG00000021546.5
chrX	52184876	52192268	+	ENSG00000154545.17	ENSG00000154545.17	MAGED4	HGNC:23793	OTTHUMG00000042235.2
chrX	52369021	52375680	+	ENSG00000155622.7	ENSG00000155622.7	XAGE2	HGNC:4112	OTTHUMG00000021549.3
chrX	52495808	52500812	+	ENSG00000204379.11	ENSG00000204379.11	XAGE1A	HGNC:4111	OTTHUMG00000021557.4
chrX	52512077	52520803	-	ENSG00000204382.12	ENSG00000204382.12	XAGE1B	HGNC:25400	OTTHUMG00000163577.2
chrX	52644061	52654900	-	ENSG00000187754.9	ENSG00000187754.9	SSX7	HGNC:19653	OTTHUMG00000021572.2
chrX	52696896	52707178	-	ENSG00000241476.9	ENSG00000241476.9	SSX2	HGNC:11336	OTTHUMG00000022697.1
chrX	52751132	52790305	+	ENSG00000268447.6	ENSG00000268447.6	SSX2B	HGNC:22263	OTTHUMG00000021593.3
chrX	52796144	52797427	-	ENSG00000204363.5	ENSG00000204363.5	SPANXN5	HGNC:33178	OTTHUMG00000021590.4
chrX	52811287	52818301	+	ENSG00000171405.14	ENSG00000171405.14	XAGE5	HGNC:30930	OTTHUMG00000021589.3
chrX	52862525	52868083	-	ENSG00000171402.15	ENSG00000171402.15	XAGE3	HGNC:14618	OTTHUMG00000021587.3
chrX	52891306	52908560	+	ENSG00000179304.18	ENSG00000179304.18	FAM156B	HGNC:31962	OTTHUMG00000188219.4
chrX	52926402	52995472	-	ENSG00000268350.8	ENSG00000268350.8	FAM156A	HGNC:30114	OTTHUMG00000188220.5
chrX	53048789	53080615	+	ENSG00000184194.6	ENSG00000184194.6	GPR173	HGNC:18186	OTTHUMG00000021596.3
chrX	53082367	53088540	+	ENSG00000184205.14	ENSG00000184205.14	TSPYL2	HGNC:24358	OTTHUMG00000021597.4
chrX	53094142	53170914	+	ENSG00000232593.8	ENSG00000232593.8	KANTR	HGNC:49510	OTTHUMG00000021603.3
chrX	53176277	53225422	-	ENSG00000126012.14	ENSG00000126012.14	KDM5C	HGNC:11114	OTTHUMG00000021606.2
chrX	53225828	53321350	-	ENSG00000124313.19	ENSG00000124313.19	IQSEC2	HGNC:29059	OTTHUMG00000021608.9
chrX	53374149	53422728	-	ENSG00000072501.19	ENSG00000072501.19	SMC1A	HGNC:11111	OTTHUMG00000021614.7
chrX	53422690	53431120	+	ENSG00000158423.17	ENSG00000158423.17	RIBC1	HGNC:26537	OTTHUMG00000021615.5
chrX	53431258	53434370	-	ENSG00000072506.14	ENSG00000072506.14	HSD17B10	HGNC:4800	OTTHUMG00000021612.2
chrX	53532096	53686752	-	ENSG00000086758.17	ENSG00000086758.17	HUWE1	HGNC:30892	OTTHUMG00000021617.10
chrX	53936676	54048958	-	ENSG00000172943.21	ENSG00000172943.21	PHF8	HGNC:20672	OTTHUMG00000021622.4
chrX	54068324	54183281	-	ENSG00000184083.12	ENSG00000184083.12	FAM120C	HGNC:16949	OTTHUMG00000021625.4
chrX	54192823	54358642	-	ENSG00000196632.12	ENSG00000196632.12	WNK3	HGNC:14543	OTTHUMG00000021626.4
chrX	54440404	54448032	+	ENSG00000158526.8	ENSG00000158526.8	TSR2	HGNC:25455	OTTHUMG00000021628.2
chrX	54445454	54496234	-	ENSG00000102302.8	ENSG00000102302.8	FGD1	HGNC:3663	OTTHUMG00000021627.2
chrX	54530183	54621521	+	ENSG00000130119.17	ENSG00000130119.17	GNL3L	HGNC:25553	OTTHUMG00000021629.5
chrX	54748918	54798255	-	ENSG00000102313.9	ENSG00000102313.9	ITIH6	HGNC:28907	OTTHUMG00000021634.3
chrX	54807599	54816015	+	ENSG00000102316.17	ENSG00000102316.17	MAGED2	HGNC:16353	OTTHUMG00000021638.4
chrX	54920462	54931431	+	ENSG00000067445.22	ENSG00000067445.22	TRO	HGNC:12326	OTTHUMG00000021640.7
chrX	54932961	54998534	-	ENSG00000158571.11	ENSG00000158571.11	PFKFB1	HGNC:8872	OTTHUMG00000021643.2
chrX	55000363	55009057	+	ENSG00000169188.5	ENSG00000169188.5	APEX2	HGNC:17889	OTTHUMG00000021642.2
chrX	55009055	55030977	-	ENSG00000158578.21	ENSG00000158578.21	ALAS2	HGNC:397	OTTHUMG00000021641.10
chrX	55075030	55078909	+	ENSG00000238269.9	ENSG00000238269.9	PAGE2B	HGNC:31805	OTTHUMG00000021645.2
chrX	55089018	55092842	+	ENSG00000234068.7	ENSG00000234068.7	PAGE2	HGNC:31804	OTTHUMG00000021648.6
chrX	55143102	55161310	-	ENSG00000182518.14	ENSG00000182518.14	VCF2	HGNC:25085	OTTHUMG00000021646.2
chrX	55220346	55224108	+	ENSG00000158639.13	ENSG00000158639.13	PAGE5	HGNC:29992	OTTHUMG00000021650.1
chrX	55258415	55264916	-	ENSG00000204279.8	ENSG00000204279.8	PAGE3	HGNC:4110	OTTHUMG00000021654.4
chrX	55452127	55453566	+	ENSG00000187601.5	ENSG00000187601.5	MAGEH1	HGNC:24092	OTTHUMG00000021655.2
chrX	55484616	55489848	-	ENSG00000247746.5	ENSG00000247746.5	USP51	HGNC:23086	OTTHUMG00000021656.5
chrX	55623400	55626192	+	ENSG00000189299.7	ENSG00000189299.7	FOXR2	HGNC:30469	OTTHUMG00000021661.3
chrX	55717749	55758774	+	ENSG00000083750.13	ENSG00000083750.13	RRAGB	HGNC:19901	OTTHUMG00000021662.2
chrX	56232356	56291531	+	ENSG00000102349.18	ENSG00000102349.18	KLF8	HGNC:6351	OTTHUMG00000021666.4
chrX	56563627	56567868	+	ENSG00000188021.9	ENSG00000188021.9	UBQLN2	HGNC:12509	OTTHUMG00000021669.1
chrX	56729241	56819179	+	ENSG00000204272.13	ENSG00000204272.13	NBDY	HGNC:50713	OTTHUMG00000021676.4
chrX	56818298	56995827	-	ENSG00000204271.13	ENSG00000204271.13	SPIN3	HGNC:27272	OTTHUMG00000021677.10
chrX	57118551	57121548	-	ENSG00000186787.10	ENSG00000186787.10	SPIN2B	HGNC:33147	OTTHUMG00000021680.3
chrX	57134530	57137523	-	ENSG00000147059.9	ENSG00000147059.9	SPIN2A	HGNC:20694	OTTHUMG00000022705.1
chrX	57286706	57489193	+	ENSG00000165591.7	ENSG00000165591.7	FAAH2	HGNC:26440	OTTHUMG00000021684.1
chrX	57592011	57597477	+	ENSG00000198455.5	ENSG00000198455.5	ZXDB	HGNC:13199	OTTHUMG00000021685.1
chrX	57677067	57680260	-	ENSG00000215174.2	ENSG00000215174.2	NLRP2B	HGNC:29887	OTTHUMG00000021686.2
chrX	57905430	57910458	-	ENSG00000198205.7	ENSG00000198205.7	ZXDA	HGNC:13198	OTTHUMG00000021688.1
chrX	63347228	63351332	-	ENSG00000186767.7	ENSG00000186767.7	SPIN4	HGNC:27040	OTTHUMG00000021696.4
chrX	63634967	63809274	-	ENSG00000131089.17	ENSG00000131089.17	ARHGEF9	HGNC:14561	OTTHUMG00000021700.17
chrX	63754485	63754664	-	ENSG00000288661.1	ENSG00000288661.1	ENSG00000288661	NA	NA
chrX	64185117	64205708	-	ENSG00000184675.11	ENSG00000184675.11	AMER1	HGNC:26837	OTTHUMG00000021703.3
chrX	64224194	64230607	-	ENSG00000198881.10	ENSG00000198881.10	ASB12	HGNC:19763	OTTHUMG00000021705.3
chrX	64268081	64395452	-	ENSG00000102043.16	ENSG00000102043.16	MTMR8	HGNC:16825	OTTHUMG00000021707.3
chrX	64915802	65034713	-	ENSG00000126970.17	ENSG00000126970.17	ZC4H2	HGNC:24931	OTTHUMG00000021712.2
chrX	65034788	65507887	+	ENSG00000102053.13	ENSG00000102053.13	ZC3H12B	HGNC:17407	OTTHUMG00000021719.5
chrX	65438549	65534810	-	ENSG00000001497.18	ENSG00000001497.18	LAS1L	HGNC:25726	OTTHUMG00000021720.2
chrX	65588377	65741931	+	ENSG00000147065.18	ENSG00000147065.18	MSN	HGNC:7373	OTTHUMG00000021723.5
chrX	66021738	66040125	-	ENSG00000155659.15	ENSG00000155659.15	VSIG4	HGNC:17032	OTTHUMG00000021727.5
chrX	66162671	66268867	+	ENSG00000089472.18	ENSG00000089472.18	HEPH	HGNC:4866	OTTHUMG00000021732.6
chrX	66595637	66639298	-	ENSG00000131080.15	ENSG00000131080.15	EDA2R	HGNC:17756	OTTHUMG00000021736.3
chrX	67544021	67730619	+	ENSG00000169083.18	ENSG00000169083.18	AR	HGNC:644	OTTHUMG00000021740.7
chrX	67949349	68433913	-	ENSG00000079482.14	ENSG00000079482.14	OPHN1	HGNC:8148	OTTHUMG00000021744.2
chrX	68498562	68537282	+	ENSG00000181704.12	ENSG00000181704.12	YIPF6	HGNC:28304	OTTHUMG00000021745.3
chrX	68647666	68725842	+	ENSG00000130052.14	ENSG00000130052.14	STARD8	HGNC:19161	OTTHUMG00000021748.2
chrX	68829021	68842160	+	ENSG00000090776.6	ENSG00000090776.6	EFNB1	HGNC:3226	OTTHUMG00000021751.2
chrX	69160851	69165521	-	ENSG00000181191.12	ENSG00000181191.12	PJA1	HGNC:16648	OTTHUMG00000021753.7
chrX	69504326	69532508	+	ENSG00000130054.5	ENSG00000130054.5	NALF2	HGNC:30701	OTTHUMG00000021756.1
chrX	69616067	70039472	+	ENSG00000158813.18	ENSG00000158813.18	EDA	HGNC:3157	OTTHUMG00000021764.9
chrX	70040542	70049938	-	ENSG00000147160.9	ENSG00000147160.9	AWAT2	HGNC:23251	OTTHUMG00000021763.2
chrX	70062457	70064179	+	ENSG00000189401.3	ENSG00000189401.3	OTUD6A	HGNC:32312	OTTHUMG00000159996.2
chrX	70133447	70166324	+	ENSG00000089289.16	ENSG00000089289.16	IGBP1	HGNC:5461	OTTHUMG00000021767.2
chrX	70177483	70205704	+	ENSG00000184210.6	ENSG00000184210.6	DGAT2L6	HGNC:23250	OTTHUMG00000021774.2
chrX	70234655	70240659	+	ENSG00000204195.4	ENSG00000204195.4	AWAT1	HGNC:23252	OTTHUMG00000021773.4
chrX	70258166	70260204	-	ENSG00000186912.7	ENSG00000186912.7	P2RY4	HGNC:8542	OTTHUMG00000021769.2
chrX	70268305	70281840	+	ENSG00000120500.19	ENSG00000120500.19	ARR3	HGNC:710	OTTHUMG00000021768.3
chrX	70281118	70290514	-	ENSG00000120509.12	ENSG00000120509.12	PDZD11	HGNC:28034	OTTHUMG00000021771.1
chrX	70282093	70285002	+	ENSG00000147127.8	ENSG00000147127.8	RAB41	HGNC:18293	OTTHUMG00000021772.5
chrX	70290104	70420886	+	ENSG00000090889.12	ENSG00000090889.12	KIF4A	HGNC:13339	OTTHUMG00000021775.2
chrX	70423031	70433390	+	ENSG00000130055.14	ENSG00000130055.14	GDPD2	HGNC:25974	OTTHUMG00000021776.1
chrX	70444835	70505490	+	ENSG00000082458.12	ENSG00000082458.12	DLG3	HGNC:2902	OTTHUMG00000021778.4
chrX	70528940	70908711	-	ENSG00000120498.14	ENSG00000120498.14	TEX11	HGNC:11733	OTTHUMG00000021782.2
chrX	70925579	70931125	-	ENSG00000165349.12	ENSG00000165349.12	SLC7A3	HGNC:11061	OTTHUMG00000021780.2
chrX	71056332	71073426	-	ENSG00000147164.12	ENSG00000147164.12	SNX12	HGNC:14976	OTTHUMG00000021786.3
chrX	71095851	71103535	+	ENSG00000184481.18	ENSG00000184481.18	FOXO4	HGNC:7139	OTTHUMG00000021789.3
chrX	71103889	71106788	-	ENSG00000204165.6	ENSG00000204165.6	CXorf65	HGNC:33713	OTTHUMG00000021785.6
chrX	71103987	71111575	-	ENSG00000285171.1	ENSG00000285171.1	ENSG00000285171	NA	OTTHUMG00000192518.1
chrX	71107404	71112108	-	ENSG00000147168.14	ENSG00000147168.14	IL2RG	HGNC:6010	OTTHUMG00000021787.3
chrX	71118543	71144103	+	ENSG00000184634.17	ENSG00000184634.17	MED12	HGNC:11957	OTTHUMG00000021788.5
chrX	71144821	71175255	+	ENSG00000196338.15	ENSG00000196338.15	NLGN3	HGNC:14289	OTTHUMG00000021790.2
chrX	71212811	71225516	+	ENSG00000169562.13	ENSG00000169562.13	GJB1	HGNC:4283	OTTHUMG00000021797.5
chrX	71239624	71255146	-	ENSG00000147130.14	ENSG00000147130.14	ZMYM3	HGNC:13054	OTTHUMG00000021799.1
chrX	71254814	71301522	+	ENSG00000147140.17	ENSG00000147140.17	NONO	HGNC:7871	OTTHUMG00000021798.4
chrX	71301750	71305371	+	ENSG00000147166.11	ENSG00000147166.11	ITGB1BP2	HGNC:6154	OTTHUMG00000021793.2
chrX	71366136	71532374	+	ENSG00000147133.18	ENSG00000147133.18	TAF1	HGNC:11535	OTTHUMG00000022723.7
chrX	71533087	71575892	+	ENSG00000147162.15	ENSG00000147162.15	OGT	HGNC:8127	OTTHUMG00000033316.7
chrX	71578437	71613583	+	ENSG00000147174.12	ENSG00000147174.12	GCNA	HGNC:15805	OTTHUMG00000033327.1
chrX	71615916	71618511	-	ENSG00000186810.8	ENSG00000186810.8	CXCR3	HGNC:4540	OTTHUMG00000033326.3
chrX	71667542	71671527	+	ENSG00000283599.3	ENSG00000283599.3	ENSG00000283599	NA	OTTHUMG00000191693.2
chrX	71714371	71718285	-	ENSG00000215115.7	ENSG00000215115.7	CXorf49	HGNC:30891	OTTHUMG00000022702.2
chrX	71763349	71767204	+	ENSG00000215113.7	ENSG00000215113.7	CXorf49B	HGNC:34229	OTTHUMG00000021804.2
chrX	71910845	72161750	+	ENSG00000204131.11	ENSG00000204131.11	NHSL2	HGNC:33737	OTTHUMG00000021807.4
chrX	72127110	72131915	-	ENSG00000242732.6	ENSG00000242732.6	RTL5	HGNC:29430	OTTHUMG00000021808.2
chrX	72181353	72302926	+	ENSG00000102309.15	ENSG00000102309.15	PIN4	HGNC:8992	OTTHUMG00000021811.6
chrX	72204657	72239027	-	ENSG00000186871.7	ENSG00000186871.7	ERCC6L	HGNC:20794	OTTHUMG00000021810.4
chrX	72255679	72277248	-	ENSG00000198034.11	ENSG00000198034.11	RPS4X	HGNC:10424	OTTHUMG00000021813.4
chrX	72301638	72307187	-	ENSG00000125931.11	ENSG00000125931.11	CITED1	HGNC:1986	OTTHUMG00000021812.5
chrX	72301691	72572843	-	ENSG00000285547.1	ENSG00000285547.1	ENSG00000285547	NA	OTTHUMG00000192629.2
chrX	72329516	72573101	-	ENSG00000147099.21	ENSG00000147099.21	HDAC8	HGNC:13315	OTTHUMG00000021814.18
chrX	72578814	72714319	-	ENSG00000067177.15	ENSG00000067177.15	PHKA1	HGNC:8925	OTTHUMG00000022696.2
chrX	72776890	72848803	+	ENSG00000184911.15	ENSG00000184911.15	DMRTC1B	HGNC:31686	OTTHUMG00000021818.7
chrX	72781865	72782660	-	ENSG00000268994.3	ENSG00000268994.3	FAM236B	HGNC:52640	OTTHUMG00000188221.3
chrX	72807425	72808210	-	ENSG00000225396.6	ENSG00000225396.6	FAM236D	HGNC:52642	OTTHUMG00000021819.3
chrX	72872025	72943837	-	ENSG00000269502.6	ENSG00000269502.6	DMRTC1	HGNC:13910	OTTHUMG00000021820.7
chrX	72912615	72913401	+	ENSG00000283594.1	ENSG00000283594.1	FAM236C	HGNC:52641	OTTHUMG00000191677.1
chrX	72938163	72938958	+	ENSG00000275520.2	ENSG00000275520.2	FAM236A	HGNC:44268	OTTHUMG00000188527.2
chrX	73002939	73006106	+	ENSG00000184388.6	ENSG00000184388.6	PABPC1L2B	HGNC:31852	OTTHUMG00000021823.1
chrX	73077276	73079512	-	ENSG00000186288.5	ENSG00000186288.5	PABPC1L2A	HGNC:27989	OTTHUMG00000021824.1
chrX	73212299	73214851	-	ENSG00000186462.9	ENSG00000186462.9	NAP1L2	HGNC:7638	OTTHUMG00000021827.2
chrX	73447053	73455171	+	ENSG00000131264.4	ENSG00000131264.4	CDX4	HGNC:1808	OTTHUMG00000021831.2
chrX	73563197	73687111	+	ENSG00000204116.12	ENSG00000204116.12	CHIC1	HGNC:1934	OTTHUMG00000021835.5
chrX	74304180	74305034	+	ENSG00000187969.6	ENSG00000187969.6	ZCCHC13	HGNC:31749	OTTHUMG00000021851.2
chrX	74421493	74533917	+	ENSG00000147100.11	ENSG00000147100.11	SLC16A2	HGNC:10923	OTTHUMG00000021857.7
chrX	74582976	74614624	-	ENSG00000131263.13	ENSG00000131263.13	RLIM	HGNC:13429	OTTHUMG00000021859.2
chrX	74732856	74925472	-	ENSG00000050030.16	ENSG00000050030.16	NEXMIF	HGNC:29433	OTTHUMG00000021860.4
chrX	75051048	75156732	-	ENSG00000131269.19	ENSG00000131269.19	ABCB7	HGNC:48	OTTHUMG00000021862.11
chrX	75156388	75304885	+	ENSG00000094841.14	ENSG00000094841.14	UPRT	HGNC:28334	OTTHUMG00000021864.9
chrX	75368427	75523502	-	ENSG00000102383.14	ENSG00000102383.14	ZDHHC15	HGNC:20342	OTTHUMG00000021866.2
chrX	75782987	75785254	-	ENSG00000186675.7	ENSG00000186675.7	MAGEE2	HGNC:24935	OTTHUMG00000021870.2
chrX	76173040	76178755	+	ENSG00000102390.12	ENSG00000102390.12	PBDC1	HGNC:28790	OTTHUMG00000021876.3
chrX	76427710	76431342	+	ENSG00000198934.5	ENSG00000198934.5	MAGEE1	HGNC:24934	OTTHUMG00000021879.3
chrX	77447389	77457278	+	ENSG00000196468.8	ENSG00000196468.8	FGF16	HGNC:3672	OTTHUMG00000013133.3
chrX	77504880	77786233	-	ENSG00000085224.23	ENSG00000085224.23	ATRX	HGNC:886	OTTHUMG00000022686.12
